avgHR,calories,duration,steps,distance,speed,pace,user_id,vo2Max,date,Age,Height,Gender,MaxHR,weight,alcohol_consumed,sleep,sleep_quality
111.0,1003,108.93,9057.0,6.56,3.61,996.3,p15,51.52,2020-02-17,54,180,male,160,80,No,6.83,94.0
114.0,1482,157.67,13161.0,13.81,5.24,687.22,p15,48.58,2020-02-18,54,180,male,160,80,No,9.42,93.0
121.0,1221,123.33,9981.0,11.34,5.44,661.33,p15,44.46,2020-02-19,54,180,male,160,80,No,8.47,97.0
110.0,798,84.82,8062.0,8.41,5.86,614.26,p15,51.81,2020-02-20,54,180,male,160,80,No,6.58,99.0
117.0,1627,167.85,14550.0,15.76,5.59,644.09,p15,47.46,2020-02-21,54,180,male,160,80,No,7.72,98.0
109.0,1106,124.77,8539.0,8.99,4.25,846.59,p15,46.85,2020-02-22,54,180,male,160,80,No,9.13,96.0
120.0,1273,126.27,10972.0,11.83,5.6,643.26,p15,55.33,2020-02-02,54,180,male,160,80,No,8.03,96.0
124.0,1062,101.85,9128.0,10.28,5.99,600.96,p15,50.78,2020-02-01,54,180,male,160,80,No,6.93,97.0
126.0,829,78.83,7404.0,7.92,6.0,600.34,p15,50.35,2020-01-31,54,180,male,160,80,No,7.95,96.0
125.0,1740,165.42,15465.0,17.22,6.18,582.24,p15,48.39,2020-01-16,54,180,male,160,80,No,7.12,96.0
131.0,597,54.48,5164.0,5.59,6.13,587.54,p15,49.91,2020-01-17,54,180,male,160,80,No,7.63,98.0
126.0,1206,117.6,9934.0,11.33,5.7,631.25,p15,50.35,2020-01-18,54,180,male,160,80,No,7.3,96.0
139.0,997,114.32,10347.0,7.04,5.04,714.68,p15,40.49,2020-01-21,54,180,male,160,80,No,7.68,95.0
90.0,1228,164.87,16057.0,11.39,4.1,878.18,p15,64.64,2020-01-26,54,180,male,160,80,No,8.98,97.0
142.0,917,100.18,9965.0,5.95,4.92,731.81,p15,38.96,2020-01-28,54,180,male,160,80,No,8.92,96.0
117.0,899,92.7,8572.0,9.52,6.14,586.58,p15,51.07,2020-01-30,54,180,male,160,80,No,8.78,96.0
88.0,1179,184.57,16254.0,11.29,4.07,884.34,p15,54.09,2020-02-23,54,180,male,160,80,No,9.25,95.0
115.0,1534,159.7,14339.0,13.58,5.11,705.08,p15,37.2,2020-03-14,54,180,male,160,80,No,8.05,97.0
122.0,1247,119.92,10903.0,10.87,5.44,661.54,p15,40.7,2020-03-13,54,180,male,160,80,No,6.77,96.0
112.0,1503,173.22,12756.0,13.07,4.49,802.55,p15,55.11,2020-02-29,54,180,male,160,80,No,7.03,97.0
99.0,1272,167.23,11722.0,10.88,3.87,931.35,p15,44.24,2020-03-01,54,180,male,160,80,No,7.22,98.0
108.0,1128,121.75,10047.0,10.83,5.34,674.34,p15,44.46,2020-03-05,54,180,male,160,80,No,0.98,91.0
120.0,1863,192.87,18312.0,13.19,4.1,877.06,p15,47.73,2020-03-06,54,180,male,160,80,No,7.8,95.0
83.0,1615,346.23,11883.0,8.87,1.54,2341.92,p15,40.03,2020-03-12,54,180,male,160,80,No,7.28,97.0
123.0,1197,116.97,10666.0,11.48,5.83,617.5,p15,33.46,2020-01-19,54,180,male,160,80,No,7.92,97.0
115.0,579,69.7,5984.0,7.04,6.55,549.76,p15,63.53,2019-11-28,54,180,male,160,80,No,8.08,97.0
124.0,815,81.73,7659.0,8.74,6.3,571.69,p15,48.39,2019-11-29,54,180,male,160,80,No,8.37,95.0
128.0,699,75.2,6340.0,6.97,6.06,594.35,p15,47.35,2019-11-30,54,180,male,160,80,No,7.28,95.0
100.0,585,73.33,6277.0,6.89,5.59,643.5,p15,47.27,2019-12-06,54,180,male,160,80,No,5.87,98.0
112.0,604,70.37,6307.0,6.91,5.82,618.84,p15,49.78,2019-12-08,54,180,male,160,80,No,8.6,97.0
114.0,485,59.82,4987.0,5.78,6.37,564.73,p15,54.72,2019-11-15,54,180,male,160,80,No,7.0,97.0
116.0,319,35.6,3108.0,3.54,6.47,556.26,p15,46.99,2019-11-16,54,180,male,160,80,No,6.87,96.0
99.0,737,114.0,10290.0,6.94,4.76,755.54,p15,45.82,2019-11-23,54,180,male,160,80,No,8.07,96.0
109.0,693,82.07,7072.0,7.37,5.34,673.6,p15,43.44,2019-12-07,54,180,male,160,80,No,9.03,95.0
116.0,1523,162.15,13835.0,15.48,5.67,635.25,p15,40.03,2019-12-27,54,180,male,160,80,No,8.12,95.0
110.0,631,74.12,5633.0,5.69,4.55,790.75,p15,44.61,2019-12-29,54,180,male,160,80,No,8.82,96.0
121.0,1381,133.93,11722.0,12.14,5.48,657.27,p15,40.76,2019-12-30,54,180,male,160,80,No,7.15,94.0
122.0,1519,147.75,13268.0,13.8,5.54,649.83,p15,45.18,2020-01-01,54,180,male,160,80,No,7.1,98.0
128.0,876,79.57,7434.0,8.14,6.02,598.22,p15,45.72,2020-01-03,54,180,male,160,80,No,6.67,95.0
88.0,1010,150.8,13139.0,8.68,3.65,986.6,p15,45.49,2020-01-05,54,180,male,160,80,No,9.72,91.0
127.0,766,71.15,5989.0,6.57,5.47,658.71,p15,44.61,2020-01-10,54,180,male,160,80,No,8.22,94.0
115.0,1185,128.88,8918.0,8.76,4.05,888.82,p15,49.67,2020-01-11,54,180,male,160,80,No,7.58,96.0
134.0,1478,131.82,9587.0,10.55,4.75,757.6,p15,38.77,2020-01-12,54,180,male,160,80,No,10.0,96.0
113.0,504,57.28,4137.0,4.7,4.89,736.83,p15,50.52,2019-12-26,54,180,male,160,80,No,9.2,99.0
118.0,1771,180.08,16399.0,18.04,5.94,605.8,p15,49.67,2019-12-25,54,180,male,160,80,No,8.38,95.0
129.0,1367,123.73,11346.0,12.22,5.86,614.72,p15,45.09,2019-12-31,54,180,male,160,80,No,7.53,97.0
120.0,1646,161.77,13955.0,14.46,5.32,677.01,p15,52.56,2019-12-23,54,180,male,160,80,No,8.98,96.0
72.0,2340,865.02,16693.0,8.57,0.61,5860.81,p15,44.24,2019-12-14,54,180,male,160,80,No,7.57,97.0
102.0,723,106.67,10235.0,6.95,5.07,710.53,p15,45.5,2019-12-15,54,180,male,160,80,No,6.68,94.0
121.0,922,85.33,11107.0,7.84,5.47,658.14,p15,44.0,2019-12-21,54,180,male,160,80,No,8.25,93.0
