date,weight,alcohol_consumed,user_id
2020-03-08,91,No,p02
2020-03-10,91,No,p02
2020-02-21,91,No,p02
2020-03-10,91,Yes,p02
2020-02-20,91,No,p02
2020-02-19,91,No,p02
2020-03-30,91,No,p02
2020-02-08,91,Yes,p02
2020-02-09,91,Yes,p02
2020-02-09,91,No,p02
2020-02-10,91,No,p02
2020-02-10,91,No,p02
2020-02-12,91,No,p02
2020-02-12,91,No,p02
2020-02-13,91,No,p02
2020-02-13,91,No,p02
2020-02-16,91,No,p02
2020-02-16,91,Yes,p02
2020-02-16,91,No,p02
2020-02-17,91,No,p02
2020-02-18,91,No,p02
2020-02-18,91,No,p02
2020-02-19,91,No,p02
2020-02-20,91,No,p02
2020-03-15,91,Yes,p02
2020-02-26,91,Yes,p02
2020-03-15,91,No,p02
2020-01-29,91,No,p02
2020-01-29,91,No,p02
2020-01-27,91,No,p02
2020-01-26,91,No,p02
2020-01-26,91,Yes,p02
2020-01-26,91,Yes,p02
2020-01-25,91,No,p02
2020-01-25,91,Yes,p02
2020-01-22,91,No,p02
2020-01-22,91,Yes,p02
2020-01-19,91,Yes,p02
2020-03-15,91,Yes,p02
2020-01-16,91,No,p02
2020-01-16,91,No,p02
2020-01-16,91,No,p02
2020-01-13,91,No,p02
2020-01-13,91,No,p02
2020-01-29,91,No,p02
2020-01-31,91,Yes,p02
2020-01-19,91,No,p02
2020-02-05,91,No,p02
2020-02-01,91,Yes,p02
2020-03-17,91,No,p02
2020-03-17,91,No,p02
2020-03-19,91,No,p02
2020-03-23,91,No,p02
2020-03-23,91,No,p02
2020-03-23,91,No,p02
2020-03-24,91,No,p02
2020-03-24,91,No,p02
2020-03-19,91,Yes,p02
2020-03-29,91,Yes,p02
2020-03-29,91,Yes,p02
2020-03-29,91,No,p02
2020-03-30,91,No,p02
2020-01-12,91,Yes,p02
2020-02-07,91,Yes,p02
2020-03-26,91,Yes,p02
2020-02-07,91,No,p02
2020-03-22,83,No,p03
2020-03-22,83,No,p03
2020-03-22,83,No,p03
2020-03-22,83,No,p03
2020-03-22,83,No,p03
2020-03-03,83,Yes,p03
2020-03-03,83,Yes,p03
2020-03-03,83,No,p03
2020-03-03,83,No,p03
2020-03-22,83,No,p03
2020-03-03,83,No,p03
2020-03-22,83,No,p03
2020-03-22,83,No,p03
2020-04-05,83,Yes,p03
2020-03-22,83,No,p03
2020-03-22,83,No,p03
2020-03-22,83,No,p03
2020-04-05,83,Yes,p03
2020-04-05,83,Yes,p03
2020-04-05,83,Yes,p03
2020-04-05,83,Yes,p03
2020-04-05,83,Yes,p03
2020-04-05,83,Yes,p03
2020-04-05,83,Yes,p03
2020-04-05,83,Yes,p03
2020-04-05,83,Yes,p03
2020-03-03,83,No,p03
2020-03-22,83,No,p03
2020-03-03,83,No,p03
2020-04-05,83,Yes,p03
2020-02-22,83,No,p03
2019-12-13,83,Yes,p03
2019-12-13,83,Yes,p03
2019-12-13,83,No,p03
2019-12-13,83,No,p03
2019-12-13,83,Yes,p03
2019-12-16,83,No,p03
2019-12-16,83,No,p03
2019-12-18,83,No,p03
2019-12-13,83,Yes,p03
2019-12-21,83,No,p03
2019-12-21,83,Yes,p03
2019-12-21,83,Yes,p03
2019-12-23,83,No,p03
2019-12-23,83,Yes,p03
2019-12-24,83,No,p03
2019-12-25,83,Yes,p03
2019-12-26,83,Yes,p03
2019-12-29,83,Yes,p03
2019-12-21,83,Yes,p03
2019-12-13,83,Yes,p03
2019-12-06,83,No,p03
2019-12-13,83,Yes,p03
2019-12-06,83,Yes,p03
2019-11-20,83,Yes,p03
2019-11-20,83,Yes,p03
2019-11-20,83,Yes,p03
2019-11-20,83,No,p03
2019-11-20,83,No,p03
2019-11-24,83,No,p03
2020-03-03,83,No,p03
2019-11-24,83,No,p03
2019-11-24,83,No,p03
2019-11-26,83,No,p03
2019-12-06,83,Yes,p03
2019-12-06,83,Yes,p03
2019-12-06,83,Yes,p03
2019-12-06,83,Yes,p03
2019-12-06,83,Yes,p03
2019-12-13,83,Yes,p03
2019-12-13,83,Yes,p03
2019-12-13,83,Yes,p03
2019-12-29,83,No,p03
2019-12-31,83,Yes,p03
2019-11-24,83,No,p03
2020-01-05,83,Yes,p03
2020-02-03,83,No,p03
2020-02-03,83,No,p03
2020-02-04,83,No,p03
2020-02-05,83,No,p03
2020-02-14,83,No,p03
2020-02-14,83,No,p03
2020-02-14,83,No,p03
2020-02-14,83,No,p03
2020-01-01,83,Yes,p03
2020-02-14,83,No,p03
2020-02-14,83,No,p03
2020-02-14,83,No,p03
2020-02-22,83,Yes,p03
2020-02-22,83,Yes,p03
2020-02-22,83,No,p03
2020-02-22,83,No,p03
2020-01-05,83,Yes,p03
2020-02-22,83,No,p03
2020-02-14,83,Yes,p03
2020-02-03,83,No,p03
2020-02-22,83,No,p03
2020-01-30,83,No,p03
2020-02-01,83,No,p03
2020-01-06,83,No,p03
2020-01-09,83,No,p03
2020-01-10,83,No,p03
2020-01-11,83,No,p03
2020-01-13,83,No,p03
2020-01-15,83,No,p03
2020-01-16,83,No,p03
2020-01-07,83,No,p03
2020-01-22,83,No,p03
2020-01-05,83,Yes,p03
2020-01-20,83,No,p03
2020-01-30,83,No,p03
2020-01-30,83,Yes,p03
2020-01-05,83,Yes,p03
2020-01-30,83,No,p03
2020-01-30,83,No,p03
2020-01-30,83,No,p03
2020-01-30,83,No,p03
2020-02-17,59,No,p04
2020-03-04,59,No,p04
2020-02-05,59,No,p04
2020-02-06,59,Yes,p04
2020-03-07,59,No,p04
2020-02-07,59,Yes,p04
2020-02-08,59,Yes,p04
2020-02-10,59,Yes,p04
2020-02-11,59,No,p04
2020-02-12,59,Yes,p04
2020-02-14,59,Yes,p04
2020-02-16,59,Yes,p04
2020-02-16,59,No,p04
2020-02-04,59,No,p04
2020-02-09,59,No,p04
2020-02-13,59,Yes,p04
2020-01-26,59,No,p04
2020-02-02,59,No,p04
2020-01-15,59,No,p04
2020-02-18,59,No,p04
2020-01-17,59,No,p04
2020-01-19,59,No,p04
2020-01-20,59,Yes,p04
2020-01-21,59,Yes,p04
2020-01-22,59,Yes,p04
2020-01-23,59,Yes,p04
2020-01-24,59,No,p04
2020-01-25,59,Yes,p04
2020-01-27,59,Yes,p04
2020-01-28,59,No,p04
2020-01-29,59,Yes,p04
2020-01-30,59,No,p04
2020-02-01,59,Yes,p04
2020-02-03,59,Yes,p04
2020-02-19,59,No,p04
2020-03-12,59,No,p04
2020-02-21,59,Yes,p04
2020-03-16,59,Yes,p04
2020-03-17,59,Yes,p04
2020-03-18,59,Yes,p04
2020-03-19,59,Yes,p04
2020-03-20,59,Yes,p04
2020-03-21,59,Yes,p04
2020-03-22,59,No,p04
2020-03-23,59,Yes,p04
2020-03-24,59,No,p04
2020-03-25,59,Yes,p04
2020-03-26,59,No,p04
2020-03-27,59,Yes,p04
2020-03-29,59,No,p04
2020-03-30,59,Yes,p04
2020-01-14,59,Yes,p04
2020-03-15,59,Yes,p04
2020-02-20,59,No,p04
2020-03-14,59,Yes,p04
2020-03-10,59,No,p04
2020-02-22,59,Yes,p04
2020-02-23,59,No,p04
2020-02-24,59,No,p04
2020-02-25,59,No,p04
2020-02-26,59,Yes,p04
2020-02-27,59,Yes,p04
2020-02-28,59,No,p04
2020-03-02,59,No,p04
2020-03-01,59,Yes,p04
2020-03-02,59,No,p04
2020-03-03,59,No,p04
2020-03-05,59,Yes,p04
2020-03-06,59,Yes,p04
2020-03-08,59,Yes,p04
2020-03-09,59,Yes,p04
2020-03-11,59,Yes,p04
2020-01-13,59,No,p04
2019-11-27,59,Yes,p04
2020-01-12,59,No,p04
2019-12-04,59,No,p04
2019-12-01,59,No,p04
2019-11-30,59,Yes,p04
2019-11-29,59,Yes,p04
2019-11-28,59,No,p04
2019-11-26,59,No,p04
2019-11-25,59,No,p04
2019-11-24,59,No,p04
2019-11-23,59,Yes,p04
2019-11-22,59,Yes,p04
2019-11-21,59,Yes,p04
2019-11-20,59,No,p04
2019-11-19,59,No,p04
2019-11-18,59,No,p04
2019-11-17,59,No,p04
2019-11-16,59,Yes,p04
2019-11-15,59,Yes,p04
2019-11-14,59,Yes,p04
2019-11-13,59,No,p04
2019-11-12,59,No,p04
2019-11-11,59,No,p04
2019-11-10,59,No,p04
2019-11-09,59,Yes,p04
2019-11-08,59,Yes,p04
2019-12-08,59,No,p04
2019-11-07,59,No,p04
2019-11-06,59,No,p04
2019-12-02,59,No,p04
2020-01-12,59,No,p04
2019-12-05,59,Yes,p04
2019-12-06,59,Yes,p04
2019-12-03,59,No,p04
2019-12-09,59,No,p04
2019-12-08,59,Yes,p04
2020-01-08,59,Yes,p04
2020-01-09,59,Yes,p04
2020-01-07,59,No,p04
2020-01-06,59,No,p04
2020-01-04,59,No,p04
2020-01-04,59,No,p04
2020-01-02,59,No,p04
2019-12-31,59,Yes,p04
2019-12-30,59,No,p04
2019-12-29,59,Yes,p04
2019-12-28,59,No,p04
2019-12-27,59,No,p04
2019-12-26,59,Yes,p04
2020-01-10,59,Yes,p04
2019-12-23,59,Yes,p04
2019-12-10,59,No,p04
2019-12-25,59,Yes,p04
2019-12-11,59,No,p04
2019-12-12,59,Yes,p04
2019-12-13,59,Yes,p04
2019-12-14,59,Yes,p04
2019-12-15,59,No,p04
2020-01-11,59,No,p04
2019-12-17,59,No,p04
2019-12-18,59,Yes,p04
2019-12-19,59,Yes,p04
2019-12-20,59,Yes,p04
2019-12-16,59,No,p04
2019-12-21,59,Yes,p04
2019-12-22,59,Yes,p04
2019-12-30,101,No,p05
2019-12-29,101,No,p05
2019-12-28,101,Yes,p05
2019-12-27,101,Yes,p05
2019-12-24,101,No,p05
2019-12-25,101,Yes,p05
2019-12-23,101,Yes,p05
2019-12-22,101,No,p05
2019-12-21,101,Yes,p05
2019-12-20,101,No,p05
2019-12-19,101,No,p05
2019-12-26,101,No,p05
2019-12-31,101,No,p05
2020-01-03,101,No,p05
2020-01-01,101,No,p05
2020-01-04,101,No,p05
2020-01-05,101,No,p05
2020-01-06,101,No,p05
2020-01-08,101,No,p05
2020-01-09,101,No,p05
2020-01-10,101,Yes,p05
2020-01-11,101,No,p05
2020-01-12,101,No,p05
2020-01-13,101,No,p05
2020-01-14,101,No,p05
2019-12-18,101,No,p05
2020-01-15,101,No,p05
2020-01-01,101,Yes,p05
2020-01-06,101,No,p05
2019-12-04,101,No,p05
2019-12-16,101,Yes,p05
2020-01-17,101,Yes,p05
2019-11-17,101,No,p05
2019-11-18,101,No,p05
2019-11-19,101,No,p05
2019-11-20,101,No,p05
2019-11-21,101,No,p05
2019-11-22,101,No,p05
2019-11-24,101,No,p05
2019-11-25,101,No,p05
2019-11-26,101,No,p05
2019-11-27,101,No,p05
2019-11-28,101,Yes,p05
2019-11-30,101,Yes,p05
2019-12-17,101,Yes,p05
2019-12-01,101,Yes,p05
2019-12-03,101,No,p05
2019-12-04,101,No,p05
2019-12-05,101,No,p05
2019-12-06,101,Yes,p05
2019-12-07,101,Yes,p05
2019-12-08,101,No,p05
2019-12-09,101,No,p05
2019-12-10,101,No,p05
2019-12-11,101,No,p05
2019-12-12,101,No,p05
2019-12-13,101,No,p05
2019-12-14,101,No,p05
2019-12-16,101,No,p05
2019-12-02,101,No,p05
2020-01-18,101,No,p05
2020-02-23,101,Yes,p05
2020-01-20,101,No,p05
2020-02-28,101,No,p05
2020-02-29,101,Yes,p05
2020-03-03,101,No,p05
2020-03-04,101,No,p05
2020-03-05,101,No,p05
2020-03-06,101,No,p05
2020-03-07,101,No,p05
2020-03-07,101,No,p05
2020-03-08,101,No,p05
2020-03-09,101,No,p05
2020-03-10,101,No,p05
2020-03-11,101,No,p05
2020-03-12,101,No,p05
2020-02-27,101,No,p05
2020-03-13,101,No,p05
2020-03-16,101,No,p05
2020-03-19,101,No,p05
2020-03-21,101,Yes,p05
2019-11-17,101,No,p05
2020-03-31,101,Yes,p05
2020-03-30,101,No,p05
2020-03-29,101,No,p05
2020-03-28,101,No,p05
2020-03-27,101,No,p05
2020-03-25,101,No,p05
2020-03-23,101,No,p05
2020-03-24,101,No,p05
2020-03-22,101,No,p05
2020-03-15,101,No,p05
2020-01-19,101,No,p05
2020-02-25,101,No,p05
2020-02-22,101,Yes,p05
2020-01-21,101,No,p05
2020-01-23,101,No,p05
2020-01-24,101,No,p05
2020-01-25,101,No,p05
2020-01-26,101,No,p05
2020-01-27,101,No,p05
2020-01-28,101,No,p05
2020-01-29,101,No,p05
2020-01-30,101,No,p05
2020-01-31,101,No,p05
2020-02-01,101,Yes,p05
2020-02-02,101,Yes,p05
2020-02-03,101,No,p05
2020-02-22,101,Yes,p05
2020-04-03,101,No,p05
2020-02-05,101,No,p05
2020-02-06,101,No,p05
2020-02-08,101,Yes,p05
2020-02-09,101,Yes,p05
2020-02-11,101,No,p05
2020-02-12,101,No,p05
2020-02-14,101,No,p05
2020-02-15,101,No,p05
2020-02-16,101,No,p05
2020-02-17,101,Yes,p05
2020-02-19,101,No,p05
2020-02-21,101,No,p05
2020-01-22,101,No,p05
2020-02-04,101,Yes,p05
2019-11-15,101,No,p05
2020-03-01,101,No,p05
2020-02-17,94,No,p06
2020-02-12,94,No,p06
2020-02-10,94,No,p06
2020-02-08,94,No,p06
2020-02-08,94,Yes,p06
2020-02-06,94,Yes,p06
2020-02-05,94,No,p06
2020-02-04,94,No,p06
2020-02-12,94,No,p06
2020-02-02,94,No,p06
2020-02-01,94,No,p06
2020-01-31,94,Yes,p06
2020-01-30,94,Yes,p06
2020-01-29,94,Yes,p06
2020-01-28,94,No,p06
2020-01-27,94,No,p06
2020-01-26,94,No,p06
2020-01-25,94,Yes,p06
2020-01-09,94,No,p06
2020-01-09,94,No,p06
2020-01-10,94,Yes,p06
2020-01-12,94,Yes,p06
2020-01-12,94,Yes,p06
2020-01-15,94,No,p06
2020-02-15,94,Yes,p06
2020-01-15,94,Yes,p06
2020-01-17,94,Yes,p06
2020-01-18,94,Yes,p06
2020-01-19,94,No,p06
2020-01-20,94,No,p06
2020-01-22,94,No,p06
2020-01-24,94,No,p06
2020-01-16,94,No,p06
2020-02-15,94,Yes,p06
2020-02-17,94,Yes,p06
2020-02-18,94,No,p06
2020-03-10,94,No,p06
2020-03-13,94,Yes,p06
2020-03-17,94,No,p06
2020-03-18,94,No,p06
2020-03-20,94,No,p06
2020-03-20,94,Yes,p06
2020-03-10,94,No,p06
2020-03-21,94,No,p06
2020-03-23,94,No,p06
2020-03-24,94,No,p06
2020-03-28,94,No,p06
2020-03-28,94,Yes,p06
2020-03-29,94,No,p06
2020-03-30,94,No,p06
2020-03-23,94,No,p06
2020-01-07,94,Yes,p06
2020-03-06,94,Yes,p06
2020-03-04,94,Yes,p06
2020-02-19,94,Yes,p06
2020-02-20,94,No,p06
2020-02-21,94,Yes,p06
2020-02-22,94,Yes,p06
2020-02-23,94,No,p06
2020-02-24,94,No,p06
2020-03-05,94,No,p06
2020-02-26,94,No,p06
2020-02-29,94,Yes,p06
2020-03-01,94,No,p06
2020-02-03,94,No,p06
2020-02-08,94,No,p06
2020-03-02,94,No,p06
2020-03-03,94,No,p06
2020-02-27,94,No,p06
2020-01-06,94,No,p06
2020-01-13,94,No,p06
2020-01-04,94,Yes,p06
2019-12-07,94,Yes,p06
2019-12-06,94,Yes,p06
2019-12-06,94,No,p06
2019-12-05,94,No,p06
2019-12-05,94,No,p06
2019-12-04,94,No,p06
2019-12-04,94,No,p06
2019-12-03,94,No,p06
2019-12-09,94,No,p06
2020-01-05,94,No,p06
2019-12-03,94,Yes,p06
2019-12-01,94,Yes,p06
2019-12-07,94,Yes,p06
2019-12-01,94,No,p06
2019-12-02,94,No,p06
2019-11-29,94,No,p06
2019-11-29,94,Yes,p06
2019-11-28,94,Yes,p06
2019-11-26,94,No,p06
2019-11-26,94,No,p06
2019-11-26,94,Yes,p06
2019-11-24,94,Yes,p06
2019-11-23,94,Yes,p06
2019-11-23,94,No,p06
2019-11-30,94,No,p06
2019-12-08,94,Yes,p06
2019-12-02,94,No,p06
2019-12-09,94,No,p06
2020-01-03,94,Yes,p06
2019-12-10,94,Yes,p06
2020-01-02,94,No,p06
2020-01-01,94,Yes,p06
2019-12-30,94,No,p06
2019-12-29,94,Yes,p06
2019-12-29,94,Yes,p06
2019-12-28,94,No,p06
2019-12-26,94,Yes,p06
2019-12-25,94,Yes,p06
2019-12-24,94,Yes,p06
2019-12-22,94,Yes,p06
2019-12-21,94,Yes,p06
2020-01-02,94,No,p06
2019-12-19,94,No,p06
2019-12-20,94,Yes,p06
2019-12-10,94,Yes,p06
2019-12-11,94,Yes,p06
2019-12-12,94,Yes,p06
2019-12-17,94,Yes,p06
2019-12-11,94,No,p06
2019-12-15,94,Yes,p06
2020-01-05,94,Yes,p06
2019-12-16,94,No,p06
2019-12-17,94,No,p06
2019-12-13,94,Yes,p06
2019-12-18,94,No,p06
2020-03-02,67,No,p07
2019-11-13,67,No,p07
2019-11-14,67,No,p07
2020-03-18,67,No,p07
2020-03-17,67,No,p07
2020-03-14,67,No,p07
2020-03-15,67,No,p07
2020-03-13,67,Yes,p07
2020-03-12,67,No,p07
2019-11-12,67,No,p07
2020-03-16,67,No,p07
2019-11-11,67,No,p07
2020-03-26,67,No,p07
2020-03-30,67,No,p07
2020-03-30,67,No,p07
2020-03-29,67,No,p07
2020-03-28,67,No,p07
2020-03-24,67,No,p07
2020-03-23,67,No,p07
2020-03-22,67,No,p07
2020-03-21,67,No,p07
2020-03-20,67,No,p07
2020-03-19,67,No,p07
2020-02-28,67,No,p07
2019-11-09,67,No,p07
2020-02-25,67,No,p07
2020-02-27,67,Yes,p07
2020-02-23,67,No,p07
2019-12-11,67,No,p07
2019-12-12,67,No,p07
2019-12-13,67,No,p07
2019-12-14,67,No,p07
2019-12-15,67,No,p07
2019-12-16,67,No,p07
2019-12-17,67,No,p07
2019-12-18,67,No,p07
2019-12-19,67,Yes,p07
2019-12-20,67,No,p07
2019-12-22,67,Yes,p07
2019-12-27,67,No,p07
2019-12-28,67,No,p07
2019-12-29,67,No,p07
2019-12-31,67,No,p07
2019-12-31,67,Yes,p07
2020-01-07,67,No,p07
2020-01-07,67,No,p07
2020-01-08,67,No,p07
2020-01-09,67,No,p07
2020-01-10,67,No,p07
2019-12-10,67,No,p07
2020-01-11,67,No,p07
2019-12-09,67,No,p07
2019-12-07,67,Yes,p07
2019-11-16,67,Yes,p07
2019-11-17,67,Yes,p07
2019-11-18,67,No,p07
2019-11-19,67,No,p07
2019-11-20,67,No,p07
2019-11-21,67,Yes,p07
2019-11-22,67,No,p07
2019-11-23,67,Yes,p07
2019-11-24,67,No,p07
2019-11-25,67,No,p07
2019-11-26,67,No,p07
2019-11-27,67,No,p07
2019-11-28,67,No,p07
2019-11-29,67,Yes,p07
2019-11-30,67,No,p07
2019-12-01,67,No,p07
2019-12-02,67,No,p07
2019-12-03,67,No,p07
2019-12-04,67,No,p07
2019-12-05,67,No,p07
2019-12-06,67,Yes,p07
2019-12-08,67,No,p07
2020-01-12,67,No,p07
2019-12-22,67,No,p07
2020-02-12,67,No,p07
2020-02-06,67,No,p07
2020-03-07,67,No,p07
2020-02-07,67,No,p07
2020-03-07,67,Yes,p07
2020-03-08,67,No,p07
2020-02-08,67,Yes,p07
2020-03-09,67,No,p07
2020-02-09,67,No,p07
2019-11-15,67,No,p07
2020-02-10,67,No,p07
2020-02-05,67,No,p07
2020-02-11,67,No,p07
2020-02-14,67,No,p07
2020-02-14,67,No,p07
2020-02-15,67,Yes,p07
2020-02-16,67,No,p07
2020-02-17,67,No,p07
2020-02-18,67,No,p07
2020-02-19,67,No,p07
2020-02-20,67,No,p07
2020-02-21,67,No,p07
2020-02-22,67,No,p07
2020-01-13,67,No,p07
2020-02-04,67,No,p07
2020-02-24,67,No,p07
2020-02-03,67,No,p07
2020-03-04,67,No,p07
2020-01-14,67,No,p07
2020-01-15,67,No,p07
2020-01-16,67,No,p07
2020-01-17,67,No,p07
2020-01-18,67,Yes,p07
2020-01-20,67,No,p07
2020-01-21,67,No,p07
2020-01-22,67,No,p07
2020-01-23,67,No,p07
2020-01-24,67,Yes,p07
2020-01-19,67,No,p07
2020-01-26,67,No,p07
2020-01-27,67,No,p07
2020-01-28,67,No,p07
2020-01-29,67,No,p07
2020-01-30,67,No,p07
2020-01-31,67,Yes,p07
2020-02-01,67,Yes,p07
2020-02-02,67,No,p07
2020-01-25,67,No,p07
2020-03-02,67,No,p07
2020-02-22,87,Yes,p08
2020-01-07,87,No,p08
2020-01-11,87,No,p08
2020-01-13,87,No,p08
2020-01-21,87,No,p08
2020-01-31,87,No,p08
2020-02-08,87,No,p08
2020-02-04,87,No,p08
2020-02-05,87,No,p08
2020-02-12,87,No,p08
2020-01-04,87,No,p08
2020-02-02,87,Yes,p08
2020-01-01,87,Yes,p08
2019-12-19,87,No,p08
2019-12-30,87,No,p08
2019-12-30,87,Yes,p08
2019-12-27,87,Yes,p08
2019-12-27,87,Yes,p08
2019-12-27,87,No,p08
2019-12-27,87,No,p08
2019-12-27,87,Yes,p08
2019-12-23,87,No,p08
2019-12-22,87,Yes,p08
2019-12-18,87,No,p08
2019-12-16,87,No,p08
2020-02-23,87,No,p08
2019-12-01,87,No,p08
2019-12-16,87,Yes,p08
2020-02-25,87,No,p08
2020-02-28,87,No,p08
2020-02-26,87,No,p08
2019-12-11,87,No,p08
2019-11-12,87,No,p08
2019-11-16,87,Yes,p08
2019-11-16,87,No,p08
2019-11-17,87,No,p08
2019-11-19,87,No,p08
2019-11-21,87,No,p08
2019-11-24,87,Yes,p08
2019-11-24,87,Yes,p08
2019-11-25,87,No,p08
2019-11-27,87,No,p08
2019-11-30,87,Yes,p08
2019-12-13,87,No,p08
2019-12-03,87,No,p08
2019-12-03,87,No,p08
2020-03-12,87,No,p08
2020-03-18,87,Yes,p08
2020-03-20,87,No,p08
2020-03-24,87,No,p08
2020-03-06,87,No,p08
2020-03-31,87,No,p08
2019-12-10,87,Yes,p08
2019-12-10,87,No,p08
2019-12-07,87,No,p08
2019-12-07,87,No,p08
2020-03-24,87,No,p08
2020-03-03,87,No,p08
