weight,alcohol_consumed,user_id,date
68,No,p12,2019-11-17
68,No,p12,2019-11-25
68,No,p12,2019-12-08
68,No,p12,2019-11-20
68,No,p12,2019-12-10
68,No,p12,2020-01-04
68,Yes,p12,2020-01-31
68,Yes,p12,2020-01-01
68,No,p12,2019-12-30
68,Yes,p12,2019-12-23
68,No,p12,2019-12-20
68,No,p12,2019-12-28
68,No,p12,2019-12-17
68,No,p12,2019-12-16
68,No,p12,2019-12-15
68,Yes,p12,2019-12-14
68,No,p12,2019-12-12
68,No,p12,2019-12-11
68,No,p12,2019-12-18
68,No,p12,2019-12-09
85,Yes,p13,2019-12-09
85,Yes,p13,2019-12-10
85,Yes,p13,2019-12-14
85,Yes,p13,2019-12-15
85,Yes,p13,2019-12-17
85,No,p13,2019-12-21
85,Yes,p13,2019-12-13
85,No,p13,2019-12-07
85,No,p13,2019-12-01
85,Yes,p13,2019-11-29
85,Yes,p13,2019-11-28
85,Yes,p13,2019-11-27
85,Yes,p13,2019-11-24
85,Yes,p13,2019-12-24
85,Yes,p13,2019-11-22
85,Yes,p13,2019-11-20
85,No,p13,2019-11-19
85,Yes,p13,2019-11-18
85,Yes,p13,2019-11-17
85,Yes,p13,2019-12-25
85,Yes,p13,2019-12-03
85,Yes,p13,2019-12-28
85,Yes,p13,2019-12-27
85,Yes,p13,2020-03-08
85,No,p13,2020-03-02
85,No,p13,2020-01-28
85,Yes,p13,2020-02-23
85,No,p13,2020-02-17
85,No,p13,2020-02-11
85,No,p13,2020-02-10
85,Yes,p13,2020-02-08
85,No,p13,2020-03-18
85,Yes,p13,2020-02-06
85,No,p13,2020-02-15
85,No,p13,2020-01-31
85,Yes,p13,2020-02-03
85,No,p13,2020-01-02
85,No,p13,2020-01-06
85,Yes,p13,2020-01-10
85,Yes,p13,2020-01-15
85,Yes,p13,2020-01-09
85,Yes,p13,2019-12-30
85,Yes,p13,2020-01-20
85,Yes,p13,2020-01-26
85,Yes,p13,2020-01-27
85,No,p13,2020-01-29
85,Yes,p13,2020-01-18
72,No,p14,2019-12-22
72,No,p14,2019-12-21
72,No,p14,2019-12-20
72,No,p14,2019-12-17
72,No,p14,2019-12-10
72,No,p14,2019-12-14
72,Yes,p14,2019-12-13
72,No,p14,2019-12-12
72,No,p14,2019-12-11
72,Yes,p14,2019-12-24
72,No,p14,2019-12-16
72,Yes,p14,2019-12-25
72,No,p14,2020-01-11
72,No,p14,2019-12-27
72,No,p14,2019-12-09
72,No,p14,2020-01-10
72,Yes,p14,2020-01-09
72,Yes,p14,2020-01-08
72,No,p14,2020-01-07
72,No,p14,2020-01-06
72,Yes,p14,2019-12-26
72,No,p14,2020-01-04
72,No,p14,2020-01-20
72,No,p14,2020-01-02
72,Yes,p14,2020-01-01
72,No,p14,2019-12-29
72,No,p14,2020-01-05
72,No,p14,2019-11-18
72,No,p14,2019-11-17
72,Yes,p14,2019-12-08
72,No,p14,2019-11-20
72,No,p14,2019-12-06
72,No,p14,2019-12-03
72,No,p14,2019-12-02
72,Yes,p14,2019-11-30
72,No,p14,2019-11-19
72,No,p14,2019-11-29
72,No,p14,2019-11-26
72,No,p14,2019-11-23
72,No,p14,2019-11-22
72,No,p14,2020-01-12
72,No,p14,2019-11-27
72,No,p14,2020-01-13
72,Yes,p14,2019-12-30
72,No,p14,2020-01-15
72,Yes,p14,2020-03-08
72,Yes,p14,2020-03-07
72,No,p14,2020-03-06
72,No,p14,2020-03-05
72,No,p14,2020-03-10
72,No,p14,2020-03-04
72,No,p14,2020-03-02
72,Yes,p14,2020-03-01
72,Yes,p14,2020-02-29
72,No,p14,2020-02-27
72,No,p14,2020-02-26
72,No,p14,2020-03-03
72,No,p14,2020-02-24
72,No,p14,2020-03-11
72,No,p14,2020-03-30
72,No,p14,2020-03-29
72,No,p14,2020-03-28
72,No,p14,2020-01-14
72,No,p14,2020-03-25
72,No,p14,2020-03-13
72,No,p14,2020-03-23
72,No,p14,2020-03-21
72,No,p14,2020-03-18
72,Yes,p14,2020-03-15
72,No,p14,2020-03-14
72,Yes,p14,2020-03-22
72,No,p14,2020-02-23
72,No,p14,2020-03-26
72,No,p14,2020-02-20
72,No,p14,2020-01-30
72,No,p14,2020-01-29
72,No,p14,2020-01-28
72,No,p14,2020-01-27
72,No,p14,2020-01-26
72,No,p14,2020-01-31
72,No,p14,2020-01-25
72,Yes,p14,2020-01-22
72,Yes,p14,2020-01-21
72,No,p14,2020-01-19
72,No,p14,2020-01-18
72,No,p14,2020-01-16
72,No,p14,2020-02-21
72,No,p14,2020-01-23
72,No,p14,2020-02-01
72,No,p14,2020-01-17
72,No,p14,2020-02-03
72,No,p14,2020-02-02
72,No,p14,2020-02-17
72,Yes,p14,2020-02-15
72,Yes,p14,2020-02-14
72,No,p14,2020-02-13
72,No,p14,2020-02-12
72,No,p14,2020-02-18
72,No,p14,2020-02-10
72,No,p14,2020-02-04
72,No,p14,2020-02-11
72,Yes,p14,2020-02-05
72,No,p14,2020-02-19
72,Yes,p14,2020-02-08
72,No,p14,2020-02-09
72,Yes,p14,2020-02-06
64,No,p16,2019-12-25
64,No,p16,2020-01-18
64,No,p16,2020-01-16
64,No,p16,2020-01-13
64,No,p16,2020-01-12
64,No,p16,2020-01-11
64,No,p16,2020-01-09
64,No,p16,2019-12-31
64,No,p16,2019-12-29
64,Yes,p16,2020-01-19
64,No,p16,2020-01-07
64,Yes,p16,2020-01-01
64,No,p16,2020-02-06
64,No,p16,2020-01-23
64,No,p16,2020-01-24
64,No,p16,2020-01-25
64,Yes,p16,2020-01-27
64,No,p16,2020-02-03
64,No,p16,2020-02-09
64,No,p16,2020-02-11
64,No,p16,2020-02-18
64,Yes,p16,2020-02-23
64,No,p16,2020-02-28
64,No,p16,2020-03-05
64,No,p16,2020-03-07
64,No,p16,2019-12-21
64,No,p16,2020-01-20
64,No,p16,2019-12-30
64,No,p16,2019-11-27
64,No,p16,2019-12-12
64,No,p16,2020-03-19
64,No,p16,2019-11-14
64,No,p16,2019-11-15
64,No,p16,2019-11-16
64,No,p16,2019-11-18
64,No,p16,2019-11-19
64,No,p16,2019-11-20
64,No,p16,2019-11-21
64,No,p16,2019-11-23
64,No,p16,2019-11-24
64,No,p16,2019-11-25
64,No,p16,2019-12-13
64,No,p16,2019-11-26
64,No,p16,2019-11-29
64,No,p16,2019-11-30
64,No,p16,2019-12-01
64,No,p16,2019-12-02
64,No,p16,2019-12-03
64,Yes,p16,2019-12-05
64,No,p16,2019-12-06
64,No,p16,2019-12-08
64,No,p16,2019-12-10
64,Yes,p16,2019-12-11
64,No,p16,2019-11-28
64,No,p16,2020-03-18
