user_id,date,sleep,sleep_quality
p13,2020-01-10,6.75,95
p15,2020-01-10,8.22,94
p16,2020-01-10,7.98,94
p08,2020-01-10,7.77,94
p05,2020-01-10,6.05,95
p02,2020-01-10,6.25,91
p03,2020-01-10,8.6,95
p07,2020-01-10,7.17,92
p04,2020-01-10,6.62,93
p09,2020-01-10,7.82,87
p11,2020-01-10,7.75,98
p06,2020-01-10,5.5,99
p01,2020-01-10,5.73,93
p14,2020-01-10,9.38,88
p14,2020-01-11,7.75,92
p05,2020-01-11,5.43,94
p01,2020-01-11,7.92,96
p10,2020-01-11,7.53,89
p09,2020-01-11,5.87,91
p16,2020-01-11,4.98,87
p04,2020-01-11,2.6,97
p15,2020-01-11,7.58,96
p06,2020-01-11,7.87,99
p11,2020-01-11,7.42,98
p13,2020-01-11,7.2,97
p03,2020-01-11,8.93,96
p07,2020-01-11,6.82,98
p08,2020-01-11,8.0,97
p02,2020-01-11,4.93,99
p05,2020-01-12,6.45,87
p09,2020-01-12,5.72,88
p04,2020-01-12,7.83,94
p02,2020-01-12,6.67,99
p01,2020-01-12,6.9,98
p11,2020-01-12,8.65,97
p08,2020-01-12,1.18,84
p16,2020-01-12,7.88,93
p07,2020-01-12,6.95,98
p06,2020-01-12,6.93,98
p15,2020-01-12,10.0,96
p14,2020-01-12,8.08,97
p11,2020-01-13,6.23,95
p07,2020-01-13,9.83,95
p01,2020-01-13,5.03,99
p14,2020-01-13,5.53,94
p05,2020-01-13,5.48,94
p03,2020-01-13,6.47,97
p10,2020-01-13,6.83,96
p09,2020-01-13,11.63,96
p04,2020-01-13,1.18,99
p16,2020-01-13,6.48,90
p06,2020-01-13,5.88,99
p15,2020-01-13,6.47,95
p02,2020-01-13,6.17,90
p08,2020-01-13,2.32,94
p04,2020-01-14,6.73,90
p02,2020-01-14,5.58,99
p06,2020-01-14,5.82,99
p05,2020-01-14,6.63,97
p08,2020-01-14,7.28,90
p14,2020-01-14,8.05,86
p10,2020-01-14,8.2,91
p11,2020-01-14,7.22,97
p01,2020-01-14,6.07,97
p09,2020-01-14,6.33,89
p15,2020-01-14,5.98,96
p03,2020-01-14,6.68,96
p07,2020-01-14,7.17,96
p16,2020-01-14,7.17,95
p12,2020-01-15,1.13,97
p02,2020-01-15,6.75,89
p14,2020-01-15,7.9,92
p09,2020-01-15,5.85,93
p03,2020-01-15,6.38,96
p08,2020-01-15,8.93,85
p16,2020-01-15,6.2,92
p06,2020-01-15,5.27,99
p10,2020-01-15,6.98,94
p07,2020-01-15,1.07,96
p04,2020-01-15,5.87,93
p01,2020-01-15,6.37,93
p11,2020-01-15,7.15,94
p05,2020-01-15,6.03,96
p15,2020-01-15,6.7,98
p06,2020-01-16,5.83,97
p01,2020-01-16,5.85,99
p02,2020-01-16,5.62,100
p16,2020-01-16,5.97,98
p03,2020-01-16,6.47,95
p05,2020-01-16,7.23,97
p15,2020-01-16,7.12,96
p09,2020-01-16,7.77,96
p14,2020-01-16,6.02,92
p11,2020-01-16,6.75,93
p08,2020-01-16,7.8,95
p04,2020-01-16,1.7,96
p10,2020-01-16,7.05,97
p11,2020-01-17,7.2,99
p03,2020-01-17,7.18,95
p15,2020-01-17,7.63,98
p07,2020-01-17,8.03,98
p01,2020-01-17,5.83,96
p08,2020-01-17,8.0,95
p09,2020-01-17,5.27,90
p16,2020-01-17,7.38,91
p02,2020-01-17,3.88,97
p10,2020-01-17,7.67,93
p06,2020-01-17,6.05,97
p04,2020-01-17,8.38,91
p05,2020-01-17,5.37,97
p14,2020-01-17,7.75,96
p14,2020-01-18,8.7,90
p06,2020-01-18,7.42,99
p08,2020-01-18,10.35,94
p07,2020-01-18,6.33,92
p04,2020-01-18,1.23,99
p11,2020-01-18,7.62,94
p05,2020-01-18,6.23,98
p09,2020-01-18,8.37,94
p15,2020-01-18,7.3,96
p01,2020-01-18,5.18,99
p16,2020-01-18,5.12,89
p10,2020-01-18,6.87,90
p02,2020-01-18,7.73,91
p03,2020-01-18,6.87,98
p10,2020-01-19,7.78,92
p14,2020-01-19,12.1,93
p06,2020-01-19,6.5,99
p02,2020-01-19,6.7,96
p07,2020-01-19,5.12,91
p08,2020-01-19,1.07,97
p15,2020-01-19,7.92,97
p01,2020-01-19,5.62,97
p11,2020-01-19,8.98,97
p05,2020-01-19,6.2,93
p03,2020-01-19,7.82,95
p09,2020-01-19,3.93,90
p16,2020-01-19,6.05,95
p04,2020-01-19,7.7,92
p05,2020-01-20,5.5,96
p08,2020-01-20,7.18,94
p06,2020-01-20,6.05,99
p15,2020-01-20,6.65,95
p09,2020-01-20,11.22,96
p11,2020-01-20,6.32,95
p04,2020-01-20,7.88,96
p01,2020-01-20,5.98,99
p03,2020-01-20,5.42,97
p02,2020-01-20,6.77,98
p14,2020-01-20,6.2,92
p07,2020-01-20,1.67,95
p16,2020-01-20,6.3,93
p08,2020-01-21,7.45,92
p03,2020-01-21,3.15,96
p09,2020-01-21,3.42,91
p15,2020-01-21,7.68,95
p02,2020-01-21,5.97,100
p01,2020-01-21,6.08,97
p06,2020-01-21,6.4,100
p11,2020-01-21,7.4,96
p14,2020-01-21,7.92,93
p10,2020-01-21,7.23,92
p16,2020-01-21,4.65,89
p04,2020-01-21,8.8,96
p07,2020-01-21,7.2,97
p14,2020-01-22,5.5,89
p01,2020-01-22,5.03,99
p11,2020-01-22,7.92,96
p10,2020-01-22,7.7,90
p08,2020-01-22,8.27,96
p15,2020-01-22,6.43,95
p16,2020-01-22,7.7,92
p04,2020-01-22,7.28,97
p06,2020-01-22,5.9,99
p02,2020-01-22,5.97,90
p03,2020-01-22,5.72,97
p07,2020-01-22,7.33,97
p03,2020-01-23,6.07,93
p04,2020-01-23,6.62,93
p07,2020-01-23,7.35,95
p06,2020-01-23,6.45,99
p16,2020-01-23,5.48,92
p15,2020-01-23,7.05,97
p05,2020-01-23,1.07,93
p01,2020-01-23,5.82,98
p14,2020-01-23,5.17,92
p10,2020-01-23,6.98,90
p02,2020-01-23,4.63,93
p08,2020-01-23,7.18,97
p11,2020-01-23,8.25,97
p09,2020-01-24,4.62,97
p04,2020-01-24,6.83,98
p07,2020-01-24,1.17,96
p10,2020-01-24,7.15,91
p16,2020-01-24,7.95,89
p11,2020-01-24,5.82,98
p08,2020-01-24,6.68,95
p02,2020-01-24,6.13,95
p14,2020-01-24,8.15,96
p01,2020-01-24,6.53,94
p05,2020-01-24,6.63,94
p15,2020-01-24,6.23,97
p06,2020-01-24,6.98,98
p08,2020-01-25,7.63,96
p16,2020-01-25,6.17,97
p01,2020-01-25,6.45,97
p13,2020-01-25,7.47,94
p11,2020-01-25,6.68,92
p10,2020-01-25,8.0,88
p07,2020-01-25,6.53,96
p03,2020-01-25,3.33,92
p14,2020-01-25,9.23,92
p06,2020-01-25,7.08,100
p15,2020-01-25,5.78,95
p04,2020-01-25,7.52,95
p05,2020-01-25,5.43,96
p09,2020-01-25,7.18,94
p02,2020-01-25,7.08,95
p14,2020-01-26,9.03,91
p10,2020-01-26,7.13,90
p03,2020-01-26,6.98,95
p02,2020-01-26,4.85,89
p08,2020-01-26,6.3,94
p05,2020-01-26,6.27,97
p04,2020-01-26,0.97,95
p06,2020-01-26,6.25,98
p15,2020-01-26,8.98,97
p11,2020-01-26,7.35,96
p01,2020-01-26,6.35,95
p13,2020-01-26,7.58,94
p09,2020-01-26,6.52,93
p16,2020-01-26,6.38,97
p07,2020-01-26,8.1,96
p05,2020-01-27,6.03,96
p04,2020-01-27,7.98,97
p06,2020-01-27,5.97,95
p16,2020-01-27,6.85,90
p13,2020-01-27,6.22,95
p01,2020-01-27,5.12,99
p15,2020-01-27,7.73,97
p11,2020-01-27,6.58,98
p09,2020-01-27,6.15,96
p08,2020-01-27,6.43,91
p10,2020-01-27,6.77,94
p07,2020-01-27,6.75,98
p14,2020-01-27,6.72,93
p07,2020-01-28,6.6,95
p03,2020-01-28,5.38,89
p11,2020-01-28,8.23,96
p05,2020-01-28,6.33,96
p08,2020-01-28,5.73,95
p06,2020-01-28,5.8,100
p13,2020-01-28,7.35,95
p15,2020-01-28,8.92,96
p04,2020-01-28,6.93,96
p14,2020-01-28,7.87,92
p01,2020-01-28,5.43,97
p10,2020-01-28,5.93,94
p16,2020-01-28,5.12,92
p02,2020-01-28,6.07,98
p09,2020-01-28,10.75,98
p15,2020-01-29,6.63,95
p16,2020-01-29,6.18,93
p13,2020-01-29,8.0,96
p04,2020-01-29,6.43,89
p07,2020-01-29,6.82,96
p01,2020-01-29,5.42,99
p11,2020-01-29,7.12,97
p05,2020-01-29,5.85,96
p14,2020-01-29,3.53,69
p09,2020-01-29,7.85,97
p03,2020-01-29,6.65,98
p02,2020-01-29,6.17,95
p10,2020-01-29,6.6,92
p08,2020-01-29,6.75,92
p06,2020-01-29,5.52,99
p10,2020-01-30,7.38,92
p07,2020-01-30,6.03,95
p01,2020-01-30,5.72,98
p15,2020-01-30,8.78,96
p04,2020-01-30,7.25,97
p14,2020-01-30,3.53,88
p16,2020-01-30,6.02,90
p03,2020-01-30,5.15,95
p06,2020-01-30,6.7,100
p09,2020-01-30,3.87,96
p02,2020-01-30,6.58,97
p13,2020-01-30,7.53,94
p11,2020-01-30,7.08,96
p08,2020-01-30,4.7,93
p11,2020-01-31,6.18,97
p10,2020-01-31,6.15,95
p01,2020-01-31,5.82,97
p09,2020-01-31,8.03,97
p06,2020-01-31,6.15,98
p15,2020-01-31,7.95,96
p07,2020-01-31,7.28,96
p14,2020-01-31,2.27,93
p08,2020-01-31,7.78,93
p16,2020-01-31,7.55,94
p03,2020-01-31,5.62,97
p04,2020-01-31,3.23,93
p02,2020-01-31,6.42,98
p07,2020-02-01,8.7,94
p16,2020-02-01,6.47,91
p01,2020-02-01,5.43,97
p10,2020-02-01,8.1,91
p09,2020-02-01,5.77,93
p11,2020-02-01,8.5,98
p03,2020-02-01,8.63,95
p04,2020-02-01,1.98,100
p06,2020-02-01,6.87,100
p02,2020-02-01,6.93,99
p08,2020-02-01,8.25,96
p15,2020-02-01,6.93,97
p08,2020-02-02,9.42,95
p07,2020-02-02,6.33,92
p03,2020-02-02,5.9,92
p06,2020-02-02,8.13,97
p10,2020-02-02,8.28,93
p02,2020-02-02,7.92,90
p11,2020-02-02,6.82,96
p15,2020-02-02,8.03,96
p05,2020-02-02,7.37,100
p04,2020-02-02,4.88,94
p14,2020-02-02,9.95,86
p09,2020-02-02,6.45,93
p01,2020-02-02,6.2,99
p16,2020-02-02,6.27,93
p09,2020-02-03,6.78,99
p08,2020-02-03,7.02,98
p16,2020-02-03,7.38,92
p01,2020-02-03,6.15,95
p03,2020-02-03,6.75,95
p04,2020-02-03,6.52,95
p06,2020-02-03,5.23,98
p02,2020-02-03,6.75,91
p07,2020-02-03,7.45,97
p11,2020-02-03,5.68,96
p10,2020-02-03,5.6,86
p05,2020-02-03,4.52,99
p15,2020-02-03,6.9,96
p14,2020-02-03,1.22,92
p02,2020-02-04,5.8,98
p06,2020-02-04,6.0,99
p15,2020-02-04,7.7,96
p01,2020-02-04,5.52,98
p16,2020-02-04,6.55,94
p04,2020-02-04,3.77,97
p05,2020-02-04,7.73,99
p08,2020-02-04,6.92,95
p11,2020-02-04,9.0,97
p09,2020-02-04,6.78,95
p10,2020-02-04,8.1,95
p03,2020-02-04,6.43,94
p07,2020-02-04,7.57,94
p09,2020-02-05,5.2,97
p02,2020-02-05,4.95,93
p15,2020-02-05,8.07,96
p14,2020-02-05,2.4,89
p03,2020-02-05,7.12,96
p04,2020-02-05,9.83,89
p16,2020-02-05,5.8,96
p01,2020-02-05,5.0,99
p05,2020-02-05,6.55,99
p10,2020-02-05,7.35,93
p08,2020-02-05,7.23,97
p07,2020-02-05,7.57,94
p06,2020-02-05,5.07,99
p11,2020-02-05,7.03,99
p09,2020-02-06,4.17,90
p16,2020-02-06,6.43,95
p08,2020-02-06,7.12,98
p01,2020-02-06,5.28,96
p04,2020-02-06,6.7,92
p15,2020-02-06,6.18,95
p03,2020-02-06,7.93,96
p02,2020-02-06,6.35,93
p07,2020-02-06,6.45,97
p06,2020-02-06,6.73,98
p14,2020-02-06,6.77,93
p05,2020-02-06,4.48,98
p10,2020-02-06,7.3,88
p11,2020-02-06,7.33,98
p03,2020-02-07,6.12,96
p08,2020-02-07,7.7,92
p11,2020-02-07,7.92,95
p10,2020-02-07,8.02,94
p05,2020-02-07,7.0,97
p16,2020-02-07,7.22,93
p04,2020-02-07,9.35,95
p06,2020-02-07,5.8,100
p01,2020-02-07,5.67,95
p02,2020-02-07,6.07,92
p07,2020-02-07,8.02,97
p14,2020-02-07,5.75,96
p09,2020-02-07,6.52,96
p15,2020-02-07,6.28,98
p10,2020-02-08,6.72,91
p07,2020-02-08,6.45,96
p16,2020-02-08,8.18,89
p11,2020-02-08,6.53,96
p04,2020-02-08,8.45,91
p15,2020-02-08,7.4,96
p06,2020-02-08,7.32,99
p08,2020-02-08,8.92,94
p14,2020-02-08,8.18,96
p02,2020-02-08,6.72,94
p01,2020-02-08,7.08,99
p11,2020-02-09,6.43,91
p10,2020-02-09,7.55,92
p04,2020-02-09,3.88,92
p06,2020-02-09,7.1,97
p07,2020-02-09,7.57,97
p15,2020-02-09,8.38,94
p08,2020-02-09,7.8,96
p01,2020-02-09,6.32,94
p14,2020-02-09,9.85,93
p16,2020-02-09,6.23,92
p02,2020-02-09,7.35,91
p03,2020-02-09,6.93,96
p09,2020-02-09,5.82,95
p10,2020-02-10,6.25,89
p08,2020-02-10,6.97,93
p15,2020-02-10,7.33,94
p01,2020-02-10,5.45,99
p02,2020-02-10,6.53,90
p09,2020-02-10,4.8,93
p04,2020-02-10,1.82,97
p11,2020-02-10,7.03,95
p06,2020-02-10,5.43,97
p14,2020-02-10,2.65,96
p03,2020-02-10,6.43,96
p07,2020-02-10,7.42,96
p03,2020-02-11,6.65,95
p07,2020-02-11,7.45,96
p10,2020-02-11,6.3,94
p08,2020-02-11,7.68,90
p14,2020-02-11,8.72,96
p06,2020-02-11,5.67,100
p15,2020-02-11,8.1,95
p02,2020-02-11,6.47,97
p16,2020-02-11,12.22,88
p01,2020-02-11,5.98,97
p11,2020-02-11,6.27,95
p04,2020-02-11,1.47,95
p09,2020-02-11,4.9,98
p15,2020-02-12,6.87,96
p02,2020-02-12,5.77,99
p11,2020-02-12,6.0,96
p01,2020-02-12,5.63,98
p09,2020-02-12,8.75,97
p04,2020-02-12,7.17,87
p07,2020-02-12,7.17,96
p16,2020-02-12,5.82,92
p08,2020-02-12,7.18,93
p03,2020-02-12,5.58,96
p14,2020-02-12,8.62,95
p06,2020-02-12,6.13,100
p04,2020-02-13,7.48,93
p01,2020-02-13,5.5,98
p06,2020-02-13,5.67,97
p03,2020-02-13,6.6,94
p08,2020-02-13,6.93,96
p10,2020-02-13,7.12,94
p02,2020-02-13,6.42,93
p11,2020-02-13,7.35,98
p16,2020-02-13,5.8,96
p09,2020-02-13,5.3,92
p15,2020-02-13,7.58,94
p07,2020-02-13,7.35,93
p14,2020-02-13,5.28,97
p10,2020-02-14,4.88,87
p08,2020-02-14,6.58,92
p11,2020-02-14,6.03,98
p07,2020-02-14,8.83,96
p01,2020-02-14,4.12,100
p06,2020-02-14,6.98,99
p15,2020-02-14,7.0,96
p02,2020-02-14,5.82,96
p09,2020-02-14,5.68,95
p16,2020-02-14,7.3,98
p14,2020-02-14,1.1,96
p04,2020-02-14,1.18,95
p16,2020-02-15,5.92,98
p12,2020-02-15,8.92,89
p11,2020-02-15,7.57,97
p15,2020-02-15,7.6,95
p14,2020-02-15,8.18,97
p07,2020-02-15,6.15,97
p02,2020-02-15,5.78,91
p05,2020-02-15,5.22,94
p08,2020-02-15,8.12,98
p06,2020-02-15,6.53,100
p04,2020-02-15,6.03,90
p03,2020-02-15,6.45,89
p09,2020-02-15,5.32,93
p01,2020-02-15,7.05,94
p07,2020-02-16,2.93,97
p02,2020-02-16,5.1,93
p11,2020-02-16,8.77,95
p16,2020-02-16,4.9,96
p15,2020-02-16,9.02,96
p09,2020-02-16,7.05,97
p03,2020-02-16,7.22,93
p04,2020-02-16,2.75,93
p08,2020-02-16,7.98,95
p05,2020-02-16,5.0,100
p01,2020-02-16,6.95,96
p06,2020-02-16,7.88,99
p10,2020-02-16,8.95,93
p16,2020-02-17,7.63,87
p01,2020-02-17,4.82,95
p14,2020-02-17,9.32,98
p02,2020-02-17,6.73,99
p07,2020-02-17,7.53,96
p04,2020-02-17,6.1,93
p15,2020-02-17,6.83,94
p08,2020-02-17,7.0,94
p05,2020-02-17,6.63,97
p09,2020-02-17,10.07,92
p03,2020-02-17,0.97,95
p06,2020-02-17,5.08,100
p11,2020-02-17,7.62,96
p10,2020-02-17,7.08,91
p15,2020-02-18,9.42,93
p04,2020-02-18,6.53,91
p01,2020-02-18,6.48,97
p02,2020-02-18,6.18,89
p10,2020-02-18,8.42,89
p07,2020-02-18,8.0,93
p11,2020-02-18,7.97,97
p06,2020-02-18,6.72,99
p16,2020-02-18,4.75,94
p08,2020-02-18,7.57,93
p03,2020-02-18,6.37,96
p14,2020-02-18,3.2,95
p05,2020-02-18,6.42,97
p09,2020-02-18,6.92,90
p06,2020-02-19,6.73,97
p03,2020-02-19,6.68,98
p04,2020-02-19,6.87,92
p14,2020-02-19,8.15,97
p11,2020-02-19,7.47,98
p02,2020-02-19,6.07,98
p15,2020-02-19,8.47,97
p08,2020-02-19,6.82,95
p07,2020-02-19,7.67,97
p05,2020-02-19,6.48,97
p10,2020-02-19,7.72,91
p01,2020-02-19,5.87,99
p16,2020-02-19,7.77,96
p04,2020-02-20,9.65,92
p16,2020-02-20,6.63,94
p06,2020-02-20,5.67,100
p11,2020-02-20,6.25,97
p02,2020-02-20,6.23,98
p07,2020-02-20,7.35,96
p01,2020-02-20,5.3,99
p15,2020-02-20,6.58,99
p10,2020-02-20,8.22,91
p05,2020-02-20,5.98,97
p14,2020-02-20,5.1,95
p08,2020-02-20,6.93,96
p08,2020-02-21,5.97,96
p02,2020-02-21,6.22,98
p04,2020-02-21,9.2,92
p03,2020-02-21,5.73,94
p14,2020-02-21,6.62,97
p09,2020-02-21,7.62,97
p01,2020-02-21,4.38,98
p16,2020-02-21,5.75,94
p15,2020-02-21,7.72,98
p06,2020-02-21,6.22,98
p10,2020-02-21,5.32,95
p11,2020-02-21,6.15,94
p06,2020-02-22,7.05,100
p08,2020-02-22,7.07,94
p15,2020-02-22,9.13,96
p04,2020-02-22,8.07,93
p07,2020-02-22,7.8,90
p10,2020-02-22,8.12,94
p02,2020-02-22,6.58,94
p01,2020-02-22,6.3,97
p16,2020-02-22,6.58,87
p11,2020-02-22,6.97,96
p01,2020-02-23,6.83,95
p11,2020-02-23,8.03,94
p08,2020-02-23,8.7,98
p06,2020-02-23,6.07,98
p14,2020-02-23,9.2,93
p09,2020-02-23,5.03,92
p15,2020-02-23,9.25,95
p16,2020-02-23,6.6,96
p07,2020-02-23,6.23,96
p04,2020-02-23,5.67,93
p12,2020-02-23,1.87,90
p02,2020-02-23,5.98,90
p16,2020-02-24,6.75,92
p02,2020-02-24,6.95,95
p01,2020-02-24,5.25,95
p14,2020-02-24,8.7,91
p10,2020-02-24,5.43,92
p07,2020-02-24,8.03,96
p11,2020-02-24,6.93,96
p08,2020-02-24,7.33,91
p15,2020-02-24,5.88,95
p04,2020-02-24,8.35,96
p06,2020-02-24,6.42,98
p09,2020-02-24,5.78,95
p14,2020-02-25,7.33,92
p04,2020-02-25,7.37,97
p06,2020-02-25,7.18,99
p15,2020-02-25,6.17,98
p07,2020-02-25,7.47,95
p01,2020-02-25,4.4,97
p16,2020-02-25,4.4,94
p02,2020-02-25,2.5,94
p10,2020-02-25,7.55,94
p11,2020-02-25,7.28,95
p08,2020-02-25,7.43,95
p09,2020-02-25,6.8,97
p06,2020-02-26,6.63,97
p10,2020-02-26,7.38,93
p02,2020-02-26,6.67,90
p07,2020-02-26,5.62,94
p09,2020-02-26,6.33,89
p08,2020-02-26,4.95,97
p11,2020-02-26,6.58,99
p04,2020-02-26,7.4,93
p15,2020-02-26,8.05,96
p01,2020-02-26,4.93,97
p16,2020-02-26,7.95,91
p14,2020-02-26,8.6,92
p09,2020-02-27,9.68,90
p02,2020-02-27,6.13,91
p06,2020-02-27,5.97,96
p10,2020-02-27,7.47,93
p15,2020-02-27,6.52,96
p16,2020-02-27,5.33,91
p03,2020-02-27,5.92,97
p04,2020-02-27,7.35,91
p01,2020-02-27,5.32,96
p11,2020-02-27,8.07,97
p08,2020-02-27,7.05,92
p07,2020-02-27,8.47,87
p15,2020-02-28,6.88,96
p04,2020-02-28,7.07,89
p11,2020-02-28,8.65,96
p10,2020-02-28,7.95,88
p01,2020-02-28,5.3,94
p08,2020-02-28,7.48,95
p07,2020-02-28,7.57,94
p02,2020-02-28,2.45,99
p06,2020-02-28,5.4,97
p16,2020-02-28,6.3,90
p14,2020-02-28,8.23,91
p01,2020-02-29,6.03,94
p06,2020-02-29,6.07,97
p11,2020-02-29,8.62,98
p14,2020-02-29,9.07,89
p09,2020-02-29,5.9,90
p15,2020-02-29,7.03,97
p04,2020-02-29,7.97,95
p07,2020-02-29,7.77,93
p02,2020-02-29,7.33,98
p08,2020-02-29,9.15,97
p16,2020-02-29,6.67,93
p04,2020-03-01,1.35,95
p08,2020-03-01,8.62,95
p07,2020-03-01,2.7,91
p14,2020-03-01,7.95,93
p15,2020-03-01,7.22,98
p09,2020-03-01,7.17,92
p06,2020-03-01,7.58,96
p01,2020-03-01,5.77,96
p02,2020-03-01,1.0,92
p11,2020-03-01,6.78,96
p15,2020-03-02,5.38,97
p06,2020-03-02,6.82,97
p04,2020-03-02,10.47,93
p01,2020-03-02,6.1,94
p02,2020-03-02,6.93,96
p16,2020-03-02,7.93,92
p11,2020-03-02,7.02,96
p09,2020-03-02,6.67,88
p07,2020-03-02,9.97,94
p08,2020-03-02,6.78,94
p04,2020-03-03,8.87,92
p09,2020-03-03,5.22,92
p01,2020-03-03,6.23,99
p06,2020-03-03,6.27,98
p07,2020-03-03,7.7,96
p11,2020-03-03,8.0,96
p02,2020-03-03,6.2,98
p16,2020-03-03,7.22,84
p08,2020-03-03,6.67,90
p15,2020-03-04,9.38,98
p14,2020-03-04,6.47,90
p01,2020-03-04,5.0,96
p08,2020-03-04,7.27,94
p04,2020-03-04,9.08,96
p09,2020-03-04,7.83,93
p11,2020-03-04,6.32,95
p02,2020-03-04,7.45,97
p07,2020-03-04,7.4,97
p04,2020-03-05,7.85,95
p02,2020-03-05,6.82,99
p06,2020-03-05,5.77,99
p08,2020-03-05,7.47,95
p09,2020-03-05,7.27,83
p03,2020-03-05,4.85,95
p05,2020-03-05,1.13,91
p07,2020-03-05,7.27,97
p01,2020-03-05,5.97,97
p11,2020-03-05,6.82,98
p15,2020-03-05,0.98,91
p16,2020-03-05,6.62,86
p14,2020-03-05,8.33,95
p07,2020-03-06,6.12,96
p08,2020-03-06,7.18,96
p05,2020-03-06,2.27,94
p15,2020-03-06,7.8,95
p03,2020-03-06,7.47,96
p16,2020-03-06,8.7,89
p09,2020-03-06,6.73,90
p04,2020-03-06,9.6,96
p06,2020-03-06,7.0,100
p01,2020-03-06,6.15,94
p11,2020-03-06,7.17,95
p02,2020-03-06,6.65,92
p15,2020-03-07,6.72,95
p04,2020-03-07,8.5,89
p02,2020-03-07,6.8,92
p07,2020-03-07,6.1,94
p05,2020-03-07,5.68,93
p09,2020-03-07,8.6,93
p08,2020-03-07,7.3,92
p01,2020-03-07,6.53,97
p14,2020-03-07,6.88,88
p16,2020-03-07,2.15,98
p06,2020-03-07,6.47,99
p11,2020-03-07,7.97,94
p03,2020-03-07,7.37,96
p05,2020-03-08,5.58,96
p06,2020-03-08,7.38,98
p07,2020-03-08,3.75,95
p16,2020-03-08,6.73,90
p08,2020-03-08,7.27,96
p11,2020-03-08,6.1,99
p15,2020-03-08,5.37,95
p03,2020-03-08,7.82,94
p01,2020-03-08,6.18,96
p04,2020-03-08,6.15,96
p09,2020-03-08,6.4,89
p02,2020-03-08,6.05,96
p05,2020-03-09,7.67,98
p01,2020-03-09,5.57,98
p09,2020-03-09,8.27,89
p02,2020-03-09,5.22,97
p15,2020-03-09,7.3,97
p16,2020-03-09,3.97,95
p07,2020-03-09,9.12,96
p06,2020-03-09,6.75,94
p14,2020-03-09,5.68,91
p04,2020-03-09,7.28,93
p03,2020-03-09,6.12,95
p11,2020-03-09,6.75,96
p08,2020-03-09,6.8,94
p16,2020-03-10,4.07,86
p14,2020-03-10,5.6,95
p15,2020-03-10,6.65,97
p11,2020-03-10,7.57,95
p01,2020-03-10,5.43,97
p06,2020-03-10,6.38,100
p08,2020-03-10,7.78,95
p07,2020-03-10,8.12,94
p04,2020-03-10,7.32,94
p05,2020-03-10,7.02,96
p07,2020-03-11,7.53,96
p14,2020-03-11,4.83,99
p11,2020-03-11,6.75,97
p09,2020-03-11,8.67,92
p15,2020-03-11,1.1,97
p05,2020-03-11,5.63,93
p04,2020-03-11,7.03,96
p02,2020-03-11,7.95,93
p08,2020-03-11,8.55,94
p16,2020-03-11,6.12,89
p06,2020-03-11,5.62,98
p07,2020-03-12,8.53,98
p04,2020-03-12,6.23,97
p06,2020-03-12,5.8,99
p05,2020-03-12,5.78,97
p15,2020-03-12,7.28,97
p09,2020-03-12,7.15,88
p11,2020-03-12,6.72,98
p14,2020-03-12,8.32,95
p16,2020-03-12,4.82,96
p01,2020-03-12,5.52,97
p02,2020-03-12,6.37,93
p08,2020-03-12,7.55,93
p02,2020-03-13,5.95,98
p08,2020-03-13,8.28,94
p09,2020-03-13,6.03,98
p11,2020-03-13,7.53,99
p05,2020-03-13,6.35,97
p16,2020-03-13,9.15,95
p15,2020-03-13,6.77,96
p04,2020-03-13,7.92,95
p01,2020-03-13,6.48,94
p06,2020-03-13,6.1,99
p07,2020-03-13,5.15,95
p07,2020-03-14,7.73,95
p04,2020-03-14,5.6,90
p02,2020-03-14,8.4,89
p05,2020-03-14,5.4,95
p01,2020-03-14,7.43,98
p14,2020-03-14,8.8,93
p15,2020-03-14,8.05,97
p06,2020-03-14,1.7,92
p15,2020-03-15,6.88,96
p04,2020-03-15,1.63,99
p08,2020-03-15,8.7,97
p06,2020-03-15,8.55,93
p05,2020-03-15,5.88,98
p07,2020-03-15,6.25,95
p02,2020-03-15,5.95,88
p16,2020-03-15,9.57,91
p01,2020-03-15,5.02,95
p01,2020-03-16,5.75,98
p15,2020-03-16,7.27,97
p04,2020-03-16,7.57,92
p14,2020-03-16,7.27,96
p16,2020-03-16,8.18,94
p06,2020-03-16,6.3,100
p05,2020-03-16,6.23,99
p09,2020-03-16,9.2,90
p02,2020-03-16,5.97,91
p07,2020-03-16,8.07,98
p08,2020-03-16,7.07,96
p16,2020-03-17,5.23,88
p01,2020-03-17,7.88,100
p08,2020-03-17,7.08,96
p05,2020-03-17,6.73,97
p04,2020-03-17,8.23,92
p09,2020-03-17,6.67,89
p15,2020-03-17,7.22,97
p06,2020-03-17,6.08,98
p07,2020-03-17,7.78,95
p07,2020-03-18,7.48,95
p08,2020-03-18,6.93,94
p15,2020-03-18,8.15,96
p01,2020-03-18,7.12,99
p04,2020-03-18,7.13,95
p16,2020-03-18,8.65,90
p06,2020-03-18,6.67,100
p05,2020-03-18,6.0,99
p14,2020-03-18,2.15,98
p02,2020-03-18,6.2,99
p14,2020-03-19,5.65,95
p02,2020-03-19,6.9,98
p08,2020-03-19,7.82,95
p05,2020-03-19,6.02,97
p09,2020-03-19,8.13,94
p15,2020-03-19,8.6,97
p04,2020-03-19,6.58,97
p07,2020-03-19,7.12,94
p16,2020-03-19,6.8,89
p06,2020-03-19,4.43,97
p01,2020-03-19,5.53,97
p14,2020-03-20,3.55,89
p06,2020-03-20,6.18,98
